text_id,text,date_est,business_hours
299,"Cryin’ Chuck Schumer is saying privately that the new China Trade Deal is  unbelievable, which it is, but publicly he knocks it whenever possible. That’s politics, but so bad for our great Country!",2020-01-16T13:59:15Z,non-business hours
300,RT @thedailybeast: Surgeon General Jerome Adams used his comments to downplay the risk of coronavirus to the president https://t.co/PA6a3Dv…,2020-03-09T05:07:31Z,non-business hours
301,RT @NIH: Plasma is the liquid part of blood. Ppl who have recovered from #COVID19 may have antibodies (proteins the immune system makes aft…,2020-04-25T13:04:25Z,business hours
302,"With the courage of our doctors and nurses, with the skill of our scientists and innovators, with the determination of the American People, and with the grace of God, WE WILL WIN THIS WAR. When we achieve this victory, we will emerge stronger and more united than ever before! https://t.co/sFmxKzXdGC",2020-03-28T22:30:11Z,business hours
303,https://t.co/gsZyUFlTPJ,2020-02-08T03:09:12Z,non-business hours
304,"RT @SenTedCruz: Yesterday a majority in the Senate said: “we’re done, we’ve got enough, this is over.”
 
The President is going to be acqui…",2020-02-02T04:18:03Z,non-business hours
305,"There are no mixed messages, only political weaponization by people like you and your brother, Fredo! https://t.co/NqH4pHfuwt",2020-03-09T05:25:11Z,non-business hours
306,RT @realDonaldTrump: https://t.co/9GEW2VZu5h,2020-02-08T12:13:16Z,non-business hours
307,مردم نجیب ایران، که آمریکا را دوست می دارند، سزاوار دولتی هستند که بیش از تمرکز بر کشتن آنها به جرم احترام خواهی، به آنها کمک کند تا به رؤیاهایشان دست یابند. رهبران ایران به جای آن که ایران را به سمت ویرانی بکشانند، باید هراس افکنی را کنار بنهند و ایران را دوباره باعظمت کنند! https://t.co/RLjGsC5WLc,2020-01-17T23:10:50Z,business hours
308,https://t.co/efAolmZvuW,2020-04-30T00:34:07Z,business hours
309,RT @Franklin_Graham: Pray for residents of Nashville and Middle Tennessee who were in the path of powerful tornadoes that struck early this…,2020-03-03T14:49:35Z,business hours
310,Prayers for all of those affected by the devastating tornadoes in Tennessee. We will continue to monitor the developments. The Federal Government is with you all of the way during this difficult time. https://t.co/eZlA7Ahruj,2020-03-03T14:49:00Z,business hours
311,....Federal Government. A quarantine will not be necessary. Full details will be released by CDC tonight. Thank you!,2020-03-29T00:19:31Z,business hours
312,"On the recommendation of the White House CoronaVirus Task Force, and upon consultation with the Governor’s of New York, New Jersey and Connecticut, I have asked the @CDCgov to issue a strong Travel Advisory, to be administered by the Governors, in consultation with the....",2020-03-29T00:19:25Z,business hours
313,RT @WhiteHouse: President @realDonaldTrump caps off an incredible week by welcoming the Louisiana State University Tigers! 🏈 https://t.co/h…,2020-01-17T18:42:09Z,business hours
314,"....Joe Biden, and Bernie is shut out again. Very unfair, but that’s the way the Democrats play the game. Anyway, it’s a lot of fun to watch!",2020-01-17T15:35:04Z,business hours
315,"They are rigging the election again against Bernie Sanders, just like last time, only even more obviously. They are bringing him out of so important Iowa in order that, as a Senator, he sit through the Impeachment Hoax Trial. Crazy Nancy thereby gives the strong edge to Sleepy...",2020-01-17T15:35:00Z,business hours
316,"RT @CDCDirector: Domestic Travel Advisory: Due to extensive community transmission of #COVID19 in New York, New Jersey, and Connecticut, CD…",2020-03-29T03:28:17Z,non-business hours
317,"The Federal Reserve is cuting  but must further ease and, most importantly, come into line with other countries/competitors. We are not playing on a level field. Not fair to USA. It is finally time for the Federal Reserve to LEAD. More easing and cutting!",2020-03-03T15:43:38Z,business hours
318,Working hard Lori! https://t.co/awBZuXrLHg,2020-03-09T10:17:11Z,non-business hours
319,RT @SenBillCassidy: Nancy Pelosi is accusing the Senate of not being fair because we refused to do her work for her. The truth is the House…,2020-02-02T04:19:06Z,non-business hours
320,RT @LindseyGrahamSC: @tedcruz @realDonaldTrump I’ll be interested to see if the hatred of President Trump prevents Democrats from recognizi...,2020-01-07T12:00:19Z,non-business hours
321,RT @LindseyGrahamSC: I very much support Senator @tedcruz's resolution in support of President @realDonaldTrump's decision to take out Iran...,2020-01-07T12:00:06Z,non-business hours
322,RT @LindseyGrahamSC: I will oppose any War Powers resolution pushed by @SpeakerPelosi so as to allow this President to have the latitude he...,2020-01-07T11:59:51Z,non-business hours
323,RT @LindseyGrahamSC: 📌 When it comes to @SpeakerPelosi’s political stunts regarding the Articles of Impeachment – Enough Already! 📌 Speak...,2020-01-07T11:59:06Z,non-business hours
324,"RT @realDonaldTrump: I think they should blame RUSSIA, RUSSIA, RUSSIA again! If they can’t count votes properly, how are they going to run…",2020-02-08T12:13:57Z,non-business hours
325,"Your 2nd Amendment is under very serious attack in the Great Commonwealth of Virginia. That’s what happens when you vote for Democrats, they will take your guns away. Republicans will win Virginia in 2020. Thank you Dems!",2020-01-17T22:22:05Z,business hours
326,"RT @Jim_Jordan: America is winning!

https://t.co/ikCmaJmdoe",2020-02-08T12:13:37Z,non-business hours
327,RT @LindseyGrahamSC: Now she is sitting on the Articles and trying to run the Senate – denying President Trump his day in court. Presiden...,2020-01-07T11:59:02Z,non-business hours
328,https://t.co/FH26OaIh2b,2020-04-30T00:36:26Z,business hours
329,"RT @JohnCornyn: Senators Schumer, Warren, Van Hollen, and Congressman Schiff each tried to suck the Chief Justice into the vortex of their…",2020-02-02T04:19:59Z,non-business hours
330,"RT @FLOTUS: For the first time in 29 years, drug overdose deaths have dropped by 4.1% and life expectancy has increased by 4 years! Proud o…",2020-02-02T04:19:27Z,non-business hours
331,"RT @DanScavino: WAIT FOT IT....
⚠️This may cause #TDS🤯 https://t.co/ha4u7VpACd",2020-02-08T12:15:17Z,non-business hours
332,RT @realDonaldTrump: The Democrat Party has given up on counting votes in Iowa. Looks like it all got computer “fried”. Nobody knows who th…,2020-02-08T12:15:08Z,non-business hours
333,RT @josedeynes: @PalmerReport @realDonaldTrump The President has a duty to protect the American people from two equally dangerous threats:…,2020-03-09T10:18:03Z,non-business hours
334,"RT @Scavino45: “The ship behind me is a 70,000 ton msg of hope &amp; solidarity to the incredible people of NY: we are here for you, we are fig…",2020-03-29T03:29:08Z,non-business hours
335,"The Federal Reserve is cutting but must further ease and, most importantly, come into line with other countries/competitors. We are not playing on a level field. Not fair to USA. It is finally time for the Federal Reserve to LEAD. More easing and cutting!",2020-03-03T15:51:43Z,business hours
336,RT @GenFlynn: https://t.co/Q833u4Is8h,2020-04-30T00:38:23Z,business hours
337,"RT @NewsBowne: Schumer Shot Down By Justice Roberts.
https://t.co/fY9tPt9Jrf https://t.co/Y0iMfnkD4f",2020-02-02T04:20:09Z,non-business hours
338,"RT @KatrinaPierson: What did Americans learn from tonight’s #DemDebate? 

Democrats want to beat Trump more than they want to work for the…",2020-02-08T12:16:24Z,non-business hours
339,RT @CLewandowski_: Can’t wait to join @JudgeJeanine tonight on @FoxNews. It’s been one hell of a great week for @realDonaldTrump - look for…,2020-02-08T12:16:04Z,non-business hours
340,RT @SenKevinCramer: Thank you @POTUS @realDonaldTrump for signing the CARES Act right away and for your leadership throughout this entire p…,2020-03-29T03:30:20Z,non-business hours
341,"Happy Birthday to three time Olympian and five term Congressman, @JimRyun!",2020-04-30T00:52:36Z,business hours
342,"The so-called “Supreme Leader” of Iran, who has not been so Supreme lately, had some nasty things to say about the United States and Europe. Their economy is crashing, and their people are suffering. He should be very careful with his words!",2020-01-17T22:22:05Z,business hours
343,RT @kimguilfoyle: Best President ever! Thank you @realDonaldTrump 🇺🇸#KAG2020 #MAGA,2020-03-09T10:22:47Z,non-business hours
344,"It was my great honor to address the National Association of Counties Legislative Conference where 1,200 County Leaders whose incredible devotion, talent, and drive directly and profoundly improve the lives of millions of Americans each and every day. https://t.co/XqPOjQtakr",2020-03-03T17:30:01Z,business hours
345,RT @RepMarkMeadows: I think the vast majority agree killing 600+ Americans is well beyond justification to say: enough is enough. And yet...,2020-01-07T12:12:07Z,non-business hours
346,"RT @JudgeJeanine: .@RepMarkMeadows joined me to talk about the latest on Iran, take a look: https://t.co/H7abiJHyEe",2020-01-07T12:11:55Z,non-business hours
347,RT @LindseyGrahamSC: We killed the most powerful man in Tehran short of the Ayatollah.  This was not an act of revenge for what he had do...,2020-01-07T12:02:22Z,non-business hours
348,"RT @LindseyGrahamSC: President @realDonaldTrump took decisive, preemptive action to foil a plot directed at American personnel.As to what...",2020-01-07T12:02:03Z,non-business hours
349,".@CNN doesn’t want to speak about their persecution of General Michael Flynn &amp; why they got the story so wrong. They, along with others, should pay a big price for what they have purposely done to this man &amp; his family. They won’t even cover the big breaking news about this scam!",2020-04-30T03:52:46Z,non-business hours
350,RT @WhiteHouse: LIVE: President @realDonaldTrump participates in a briefing at @NIH https://t.co/zj2o3BdoLE,2020-03-03T19:50:25Z,business hours
351,"A great day at the White House for our National Champions, the LSU Tigers! https://t.co/0sbotFsMO7",2020-01-18T13:09:51Z,non-business hours
352,RT @JimInhofe: Despite Democrat efforts to distract citizens and stain his presidency with a partisan and unprecedented impeachment process…,2020-02-02T04:29:25Z,non-business hours
353,"RT @SteveGuest: Chris Christie: Pete Buttigieg was ""outright lying about his record,” and when called out he “looked like a deer in the hea…",2020-02-08T12:18:46Z,non-business hours
354,"RT @DrPaulGosar: If you live in Arizona and you want to sign your favorite candidate’s petition for the 2020 election ballot:

CLICK HERE➡️…",2020-03-09T10:36:52Z,non-business hours
355,RT @Jrock41S: @freep Albom's softball interview with Whitmer this past Friday (AM 760 WJR) was horrific.  Wasn't sure what was more disturb…,2020-03-29T14:29:27Z,business hours
356,"RT @JimInhofe: After over 50 hours of testimony, questions and debate, I voted today to move to the next phase of the impeachment process.…",2020-02-02T04:31:11Z,non-business hours
357,RT @VanJones68: Bloomberg has a problem because of what he did with stop-and-frisk. It was a HORROR SHOW to be Black or Latino in New York…,2020-02-08T12:19:47Z,non-business hours
358,RT @GovRonDeSantis: The firing of Andrew McCabe is a rare example of someone being held accountable in Washington.  I hope the IG issues hi…,2020-03-29T14:34:34Z,business hours
359,"Tremendous surge in new housing construction in December, 16.9%, biggest in many years!",2020-01-18T13:19:20Z,non-business hours
360,"Just told that Fake News @CNN is falsely reporting that I was recently shouting at my campaign manager over made up nonsense. Actually, he is doing a great job, I never shouted at him (been with me for years, including the 2016 win), &amp; have no intention to do so. Just FAKE NEWS!",2020-04-30T04:01:08Z,non-business hours
361,RT @DanScavino: The video was NOT manipulated.,2020-03-09T10:41:27Z,non-business hours
362,"I am calling on Congress to send me a Bill that fully and permanently funds the LWCF and restores our National Parks. When I sign it into law, it will be HISTORIC for our beautiful public lands. ALL thanks to @SenCoryGardner and @SteveDaines, two GREAT Conservative Leaders!",2020-03-03T21:10:46Z,business hours
363,Not good! https://t.co/eC3Xjy2ChX,2020-02-08T12:23:26Z,non-business hours
364,"“Day after day, really good news on the economy. By the way, this didn’t just happen by accident, it’s the result of a lot of the policies that Donald Trump has put into place. Obviously, the Tax Cut, and now we have these two BIG trade deals.” @StephenMoore  Great future growth!",2020-01-18T13:33:13Z,non-business hours
365,"RT @CurtisHouck: Video: @MZHemingway and @BretBaier just WRECKED the liberal media narrative about Russia throwing '16 to Trump. Baier: ""So…",2020-03-09T10:59:12Z,non-business hours
366,Thank you Mike! https://t.co/0cNENCP1h7,2020-01-10T13:27:38Z,non-business hours
367,RT @VaticanNews: #PopeFrancis delivers an extraordinary blessing “To the City and to the World” to pray for an end to the Covid-19 #coronav…,2020-03-29T14:48:35Z,business hours
368,"Lyin’ Brian Williams of MSDNC, a Concast Scam Company, wouldn’t know the truth if it was nailed to his wooden forehead. Remember when he lied about his bravery in a helicopter? Totally made up story. He’s a true dummy who was thrown off Network News like a dog. Stay tuned!",2020-04-30T04:09:52Z,non-business hours
369,"The National Institutes of Health is home to some of the greatest doctors, scientists, and researchers in the world. Thank you for all your doing @NIH, keep up the great work! https://t.co/lzgha7jRw1 https://t.co/oLi8HbSzlY",2020-03-03T23:18:04Z,business hours
370,"RT @SenJohnKennedy: Promise kept!
 
Today, @realDonaldTrump officially signed the historic #USMCA deal into law.
 
This trade deal is a mas…",2020-02-02T04:33:53Z,non-business hours
371,"RT @SenJohnKennedy: Reports of Bolton’s book don't answer the question: Why did POTUS ask for an investigation?

The Ukrainian government h…",2020-02-02T04:33:42Z,non-business hours
372,"RT @charliekirk11: Hunter Biden &amp; @DonaldJTrumpJr should debate to see who is really grifting off their dad’s time in office

Hunter is a 5…",2020-03-09T11:11:28Z,non-business hours
373,“Trade Deals Drive Stocks To Record Highs.” @FoxNews,2020-01-18T13:35:26Z,non-business hours
374,"RT @charliekirk11: Let me get this straight:

Democrats and the mainstream media are trying to incite panic over the Coronavirus

...Yet th…",2020-03-09T11:11:04Z,non-business hours
375,"A great book, support Charlie, BUY IT!  Already Number One. https://t.co/fG7YXOCk9R",2020-03-09T11:10:47Z,non-business hours
376,"Mini Mike, don’t lick your dirty fingers. Both unsanitary and dangerous to others and yourself! https://t.co/LsKLZNeZL9",2020-03-04T00:27:23Z,business hours
377,"RT @MikeCrapo: Over the course of 9 days, we have reviewed testimony from 13 witnesses sworn under oath in the House hearings; over 28,000…",2020-02-02T04:35:46Z,non-business hours
378,RT @MikeCrapo: Read mine and @SenatorRisch full statement: https://t.co/rDqNmVxxl5,2020-02-02T04:35:44Z,non-business hours
379,RT @ArthurSchwartz: Mayor Pete says he can’t answer @davidmuir’s question about whether he would have approved a strike on Soleimani becaus…,2020-02-08T12:24:04Z,non-business hours
380,"RT @DonaldJTrumpJr: The #DemDebates are really the best TV advertising @realDonaldTrump’s could possibly buy to guarantee re-election. 

Ju…",2020-02-08T12:24:02Z,non-business hours
381,RT @DonaldJTrumpJr: Joe’s lying as usual. #DemDebates,2020-02-08T12:24:16Z,non-business hours
382,"RT @Battelle: Coronavirus In Ohio: @Battelle Pioneers Technology To Clean And Reuse PPE | @WOSU Radio
https://t.co/qE1SFhofW4",2020-03-29T15:13:42Z,business hours
383,Highly recommended by Governor @MikeDeWine of Ohio. @FDA must move quickly! https://t.co/pLpI4CSs9H,2020-03-29T15:13:26Z,business hours
384,RT @EliseStefanik: Dems obsessed w/ impeachment but won't send articles to the Senate. Why? It's bc they don't want a trial that will EXPOS...,2020-01-09T12:26:00Z,non-business hours
385,"I must admit that Lyin’ Brian Williams is, while dumber than hell, quite a bit smarter than Fake News @CNN “anchorman” Don Lemon, the “dumbest man on television”. Then you have Psycho Joe “What Ever Happened To Your Girlfriend?” Scarborough, another of the low I.Q. individuals!",2020-04-30T04:23:59Z,non-business hours
386,"RT @TeamTrump: Thank you to all the GREAT women who came out to support President @realDonaldTrump in Iowa!

Best moments from the trip bel…",2020-01-18T13:38:28Z,non-business hours
387,RT @mercedesschlapp: Honored to join @LaraLeaTrump @kayleighmcenany @ashleyhayek on the #WomenForTrump bus tour. Meeting amazing Iowan wome…,2020-01-18T13:37:33Z,non-business hours
388,RT @JerryMoran: It became clear over the course of the House managers’ arguments that the House failed to undertake its responsibility to c…,2020-02-02T04:37:08Z,non-business hours
389,"RT @JerryMoran: Nevertheless, having heard from both sides, the arguments demonstrate that additional evidence or witnesses would not chang…",2020-02-02T04:37:03Z,non-business hours
390,"RT @SenateGOP: Trade with Mexico and Canada supports 12 million American jobs. 

USMCA secures those jobs and grows our economy by $70 bill…",2020-02-02T04:36:20Z,non-business hours
391,RT @TrumpWarRoom: WATCH: Former Obama national security advisor Gen. James Jones praises @RealDonaldTrump decision to strike Iranian terror…,2020-02-08T12:25:09Z,non-business hours
392,RT @DonaldJTrumpJr: Apparently Joe Biden thinks shouting his gibberish more loudly than usual will overcome that he had a dismal 4th place…,2020-02-08T12:24:46Z,non-business hours
393,"RT @charliekirk11: Wow:

The MAGA Doctrine started and ended the week at #1 on Amazon’s best seller list!

The outpouring of support for th…",2020-03-09T11:12:35Z,non-business hours
394,"RT @charliekirk11: I finally agree with Joe Biden on something!

He’s exactly right—If we don’t want 4 years of this, we can only re-elect…",2020-03-09T11:12:16Z,non-business hours
395,"“With the Tax Cuts and new Trade Deals, we were set for a tremendous growth rate this year.... and then the Virus came along.” @larry_kudlow  @MariaBartiromo We were breaking all records, especially on employment. It will all come roaring back again, and fast!",2020-03-29T16:07:34Z,business hours
396,Lyin’ Brian Williams of MSDNC! https://t.co/3gtkdmoZjJ,2020-04-30T04:41:15Z,non-business hours
397,THANK YOU VERMONT! #KAG2020 https://t.co/XgwOjKwYoR,2020-03-04T00:54:49Z,business hours
398,"Hope the FDA can approve Mask Sterilization equipment ASAP. As per Governor @MikeDeWine, there is a company in Ohio, @Battelle, which has equipment that can sterilize masks quickly.",2020-03-29T16:12:52Z,business hours
399,"Despite reports to the contrary, Sweden is paying heavily for its decision not to lockdown. As of today, 2462 people have died there, a much higher number than the neighboring countries of Norway (207), Finland (206) or Denmark (443). The United States made the correct decision!",2020-04-30T11:45:41Z,non-business hours
400,"RT @JerryMoran: When I took the oath at the beginning of the trial, I vowed to deliver impartial justice according to the Constitution &amp; th…",2020-02-02T04:37:16Z,non-business hours
401,THANK YOU NORTH CAROLINA! #KAG2020 https://t.co/RPX0fqWmB1,2020-03-04T00:55:21Z,business hours
402,"RT @AmericaFirstPAC: Not a single Democrat will openly denounce socialism or a socialist candidate. 

This is the true Democratic Party.

#…",2020-02-08T12:26:13Z,non-business hours
403,RT @RichardGrenell: Now would be a good time to note that NATO is funded by $130 BILLION more today (and $400 BILLION coming by 2024) becau…,2020-02-08T12:26:04Z,non-business hours
404,"RT @JerryMoran: Thank you, @SecWilkie! I appreciate your leadership at the VA and look forward to working with you in my new role as chairm...",2020-01-10T13:30:57Z,non-business hours
405,"RT @seanhannity: Think about it. Since @realDonaldTrump was elected, what have Democrats, what have the media ever done to improve the live…",2020-01-18T13:39:45Z,non-business hours
406,"THANK YOU TOLEDO, OHIO!https://t.co/PL96KjQWat",2020-01-10T01:57:45Z,business hours
407,THANK YOU MASSACHUSETTS! #KAG2020 https://t.co/99dkzK0xfA,2020-03-04T01:28:58Z,business hours
408,"RT @charliekirk11: This is your daily reminder that New York City released an illegal alien charged with the rape of a 13 year old girl

Th…",2020-03-09T11:13:21Z,non-business hours
409,RT @SenPatRoberts: I'm proud to have stood with @realDonaldTrump as he signed the USMCA implementing legislation at the @WhiteHouse today.…,2020-02-02T04:38:32Z,non-business hours
410,"RT @SenPatRoberts: After hearing the entire case presented, I believe we’ve heard all we need in this impeachment trial. The job of the Sen…",2020-02-02T04:38:20Z,non-business hours
411,"RT @tedcruz: Bizarro World.  Obama DOJ abusing FISA process, creating fraudulent documents to target Trump—Not Scary. Barr saying DON’T abu…",2020-02-08T12:29:05Z,non-business hours
412,"RT @GOPChairwoman: Pelosi can't get away with rewriting history.

In January, Democrats were all-consumed with a bogus impeachment.

What w…",2020-03-29T16:21:53Z,business hours
413,"Does anybody really believe that Roger Stone, a man whose house was raided early in the morning by 29 gun toting FBI Agents (with Fake News @CNN closely in toe), was treated fairly. How about the jury forewoman with her unannounced hatred &amp; bias. Same scammers as General Flynn!",2020-04-30T11:47:04Z,non-business hours
414,THANK YOU ALABAMA! #KAG2020 https://t.co/IdJ721oOsq,2020-03-04T01:26:57Z,business hours
415,RT @realDonaldTrump: “Trade Deals Drive Stocks To Record Highs.” @FoxNews,2020-01-18T14:57:11Z,business hours
416,"RT @charliekirk11: Wow:

What an amazing swing through the South for The #MAGADoctrine today

We totally sold out in Vero beach!

The respo…",2020-03-09T11:16:16Z,non-business hours
417,"RT @SenPatRoberts: I am proud to join my colleagues in introducing a resolution honoring our fearless military, intelligence community &amp, th...",2020-01-10T13:30:12Z,non-business hours
418,I agree. Jovita will do a great job! https://t.co/3uwI4NUxBn,2020-01-10T13:25:44Z,non-business hours
419,RT @SenateForeign: My statement on the U.S. response to Iranian missile strikes against U.S.-Iraqi bases:https://t.co/IYYnK2wsKq https://t...,2020-01-10T13:24:51Z,non-business hours
420,PRESIDENTIAL HARASSMENT!,2020-01-09T12:30:27Z,non-business hours
421,"RT @DanScavino: 🚨HAPPENING NOW🚨
President Trump hosting a MASSIVE rally in Milwaukee, Wisconsin with Great American Patriots, all with the…",2020-01-15T04:54:04Z,non-business hours
422,"RT @GOPChairwoman: The enemy may be invisible, but @realDonaldTrump is fighting a war against this crisis.
 
His leadership is all the more…",2020-03-29T16:22:38Z,business hours
423,"RT @charliekirk11: Mitt Romney may block a subpoena to investigate Hunter Biden &amp; Burisma

He says the investigation “looks political”

...…",2020-03-09T11:16:51Z,non-business hours
424,Thanks for your invaluable help Chuck! https://t.co/x0T0GWvntd,2020-02-02T04:42:09Z,non-business hours
425,"RT @mattgaetz: Today ⁦@kimguilfoyle⁩ led #MAGA Nation in a massive fundraising effort for ⁦@realDonaldTrump⁩. 

I don’t want to break the n…",2020-02-08T12:31:19Z,non-business hours
426,"What happened to General Michael Flynn, a war hero, should never be allowed to happen to a citizen of the United States again!",2020-04-30T11:47:47Z,non-business hours
427,THANK YOU OKLAHOMA! #KAG2020 https://t.co/V5DNRn6yNB,2020-03-04T01:27:22Z,business hours
428,"FAKE POLLING, just like 2016 (but worse)!",2020-04-30T11:56:44Z,non-business hours
429,"RT @EliseStefanik: Adam Schiff’s impeachment sham is OVER. 

It was partisan, unconstitutional, unfair, and flawed from the very start. 

F…",2020-02-02T04:43:45Z,non-business hours
430,"RT @SecAzar: At this time, the risk to Americans remains low, and we are working to keep it that way. We will continue our work to monitor,…",2020-02-02T04:43:31Z,non-business hours
431,RT @realDonaldTrump: Your 2nd Amendment is under very serious attack in the Great Commonwealth of Virginia. That’s what happens when you vo…,2020-01-18T19:11:21Z,business hours
432,"RT @DonaldJTrumpJr: On the bright side, he may still be able to take the defense minister position in the Ukraine that he was offered a few…",2020-02-08T12:32:27Z,non-business hours
433,RT @ArthurSchwartz: Reminder: democrats that are now lecturing us on foreign policy vehemently opposed President Trump’s  nomination of @Ri…,2020-02-08T12:31:59Z,non-business hours
434,"RT @realDonaldTrump: After years building up other countries, we are finally rebuilding OUR Country. From our inner cities to our rural com…",2020-02-08T12:31:31Z,non-business hours
435,"RT @WhiteHouse: “This great ship behind me is a 70,000-ton message of hope and solidarity to the incredible people of New York.” — Presiden…",2020-03-29T16:23:57Z,business hours
436,RT @GOPChairwoman: Great advice for America’s children! https://t.co/FoWYoIBnnp,2020-03-29T16:23:48Z,business hours
437,"RT @IngrahamAngle: Smart that @realDonaldTrump looked at the data, accurate projections, and nixed the horrid idea of a federal quarantine…",2020-03-29T16:23:10Z,business hours
438,"The Fake News Media and their partner, the Democrat Party, is doing everything within its semi-considerable power (it used to be greater!) to inflame the CoronaVirus situation, far beyond what the facts would warrant. Surgeon General, “The risk is low to the average American.”",2020-03-09T11:20:43Z,non-business hours
439,THANK YOU TENNESSEE! #KAG2020 https://t.co/yrDlRAcrRt,2020-03-04T01:30:01Z,business hours
440,"Cryin’ Chuck Schumer said, “You will pay the price for this. You won’t know what HIT YOU.” That is far beyond simple rhetoric. That is a physical threat, or at least a threat that you better vote for us.” Trouble ahead!",2020-03-09T11:24:52Z,non-business hours
441,RT @GOPChairwoman: “Our country is at war with an invisible enemy. We are marshaling the full power of the American nation… [The USNS Comfo…,2020-03-29T16:24:19Z,business hours
442,"RT @MikeCrapo: Providers will have access to information to recommend lower-cost alternatives, and Medicare Part B will appropriately pay p...",2020-01-10T13:23:44Z,non-business hours
443,"RT @GovernorLittle: I am a strong advocate of healthy lands and waters, and I support President Trump's plans to update the National Enviro...",2020-01-10T13:22:40Z,non-business hours
444,"RT @SenDanSullivan: Glad to meet today with my new colleague in the Senate—Kelly Loeffler, from the state of Georgia. As I learned today, S...",2020-01-10T13:20:59Z,non-business hours
445,"RT @JennyGuice: @realDonaldTrump Lord I'm Thankful Each Day, Trump gives us FaithTrump gives us VirtueTrump gives us DignityTrump give...",2020-01-09T10:12:05Z,non-business hours
446,"RT @senatemajldr: A majority of the U.S. Senate has determined that the numerous witnesses and 28,000-plus pages of documents already in ev…",2020-02-02T04:44:46Z,non-business hours
447,Thank you! https://t.co/SqRmH7vP39,2020-01-09T22:10:22Z,business hours
448,Happy National Law Enforcement Appreciation Day! #LESM https://t.co/kNN3RetVvs,2020-01-09T17:59:20Z,business hours
449,"STOCK MARKET AT ALL-TIME HIGH! HOW ARE YOUR 401K’S DOING? 70%, 80%, 90% up? Only 50% up! What are you doing wrong?",2020-01-09T15:47:49Z,business hours
450,RT @CHC_1927: Happy Birthday to one of the greatest leading men of Hollywood's golden age Cary Grant!  (1904 –1986) https://t.co/2txoJoQvSW,2020-01-18T22:42:01Z,business hours
451,RT @DonaldJTrumpJr: Despite nonstop efforts from Democrats and their media lap dogs to destroy Donald Trump and his efforts to rebuild Amer…,2020-02-08T12:33:24Z,non-business hours
452,Really? Have you looked at the numbers lately! https://t.co/bNDZKV1c8t,2020-04-30T11:59:20Z,non-business hours
453,"RT @WhiteHouse: To support the hundreds of millions of Americans making tremendous sacrifices on the home front, President @realDonaldTrump…",2020-03-29T16:24:33Z,business hours
454,THANK YOU MAINE! #KAG2020 https://t.co/gJ50FwOuj3,2020-03-04T01:40:50Z,business hours
455,RT @DonaldJTrumpJr: Not only should general Flynn’s charges be dropped immediately but the treasonous actors who set him up should be in ja…,2020-04-30T12:00:35Z,non-business hours
456,"RT @realDonaldTrump: Tremendous surge in new housing construction in December, 16.9%, biggest in many years!",2020-01-18T22:50:45Z,business hours
457,Correct! https://t.co/V5Xye7zAcN,2020-02-02T04:48:56Z,non-business hours
458,RT @realDonaldTrump: I was very surprised &amp; disappointed that Senator Joe Manchin of West Virginia voted against me on the Democrat’s total…,2020-02-08T12:39:23Z,non-business hours
459,"RT @realDonaldTrump: ....always continue. Every Republican Senator except Romney, many highly religious people, all very smart, voted again…",2020-02-08T12:39:20Z,non-business hours
460,Elizabeth “Pocahontas” Warren singlehandedly destroyed the Bernie Sanders campaign by stripping voters away from his count on Super T. He lost states that he easily would have won if she had dropped out 3 days earlier. The DNC is doing it to Bernie again! Will he ever get angry?,2020-03-09T11:30:18Z,non-business hours
461,RT @Scavino45: Air Force One landing in Virginia... https://t.co/eHXzkr2pZX,2020-03-29T16:25:48Z,business hours
462,RT @realDonaldTrump: THANK YOU! #MAGA https://t.co/jVr7qmYOvu,2020-01-18T22:52:39Z,business hours
463,"RT @GOP: 👍👍👍
https://t.co/mXV8JKuqyF",2020-02-02T04:51:56Z,non-business hours
464,"RT @GOP: “We’ve known this has been a waste of time and a sham from the beginning, and America is ready to move on. I think they've shown t…",2020-02-02T04:51:20Z,non-business hours
465,"....was given a horrendous report by his superior, the man he reported to, who publicly stated that Vindman had problems with judgement, adhering to the chain of command and leaking information. In other words, “OUT”.",2020-02-08T14:41:09Z,business hours
466,"RT @WhiteHouse: This afternoon, President @realDonaldTrump will deliver remarks at the Naval Station Norfolk send-off for the #USNSComfort.…",2020-03-29T16:26:30Z,business hours
467,"Fake News @CNN &amp; MSDNC keep talking about “Lt. Col.” Vindman as though I should think only how wonderful he was. Actually, I don’t know him, never spoke to him, or met him (I don’t believe!) but, he was very insubordinate, reported contents of my “perfect” calls incorrectly, &amp;...",2020-02-08T14:41:09Z,business hours
468,"RT @atrupar: Here's Surgeon General Jerome Adams telling Jake Tapper that President Trump ""sleeps less than I do and he's healthier than wh…",2020-03-09T11:31:45Z,non-business hours
469,RT @sendavidperdue: President @realDonaldTrump has made it clear that Iran’s destabilizing behavior will not be tolerated.I’m hopeful Ira...,2020-01-10T13:15:58Z,non-business hours
470,"RT @sendavidperdue: Speaker Pelosi is wasting the American people's time. @realDonaldTrump deserves his day in court &amp, the Senate is ready...",2020-01-10T13:15:31Z,non-business hours
471,RT @LindseyGrahamSC: To the House Dems and GOPers who voted for this resolution: You have done nothing to legally restrict President Trump’...,2020-01-10T13:11:21Z,non-business hours
472,"Heading to Toledo, Ohio, for first Rally of the year. Tremendous crowd. Here we go for a big 2020 Win!",2020-01-09T22:55:41Z,business hours
473,95% Approval Rating in the Republican Party. Thank you!,2020-01-09T22:49:55Z,business hours
