text_id,text,date_est,business_hours
1861,RT @dbongino: Team Mueller 🤦🏼‍♂️🤦🏼‍♂️🤦🏼‍♂️🤦🏼‍♂️🤦🏼‍♂️🤦🏼‍♂️👇🏻👇🏻,2020-03-17T03:31:33Z,non-business hours
1862,The United States looks forward to welcoming Prime Minister @Netanyahu &amp; Blue &amp; White Chairman @Gantzbe to the @WhiteHouse next week. Reports about details and timing of our closely-held peace plan are purely speculative.,2020-01-23T19:30:13Z,business hours
1863,".....biggest test of his presidency emboldened, ready to claim exoneration, and take his case of grievance, persecution and resentment to the campaign trail.” Peter Baker  @nytimes  The Greatest Witch Hunt In American History!",2020-02-15T13:04:23Z,non-business hours
1864,"“Ralph Waldo Emerson seemed to foresee the lesson of the Senate Impeachment Trial of President Trump. ‘When you strike at the King, Emerson famously said, “you must kill him.’ Mr. Trump’s foes struck at him but did not take him down. A triumphant Mr.Trump emerges from the.....",2020-02-15T13:04:20Z,non-business hours
1865,"The Wall Street Journal always “forgets” to mention that the ratings for the White House Press Briefings are “through the roof” (Monday Night Football, Bachelor Finale, according to @nytimes) &amp; is only way for me to escape the Fake News &amp; get my views across. WSJ is Fake News!",2020-04-09T19:35:00Z,business hours
1866,RT @TomFitton: A simple truth.,2020-03-17T03:33:15Z,non-business hours
1867,IG report on Andrew McCabe: Misled Investigators over roll in news media disclosure...Lacked Candor (Lied) on four separate occasions...Authotized Media Leaks to advance personal interests...IG RECOMMENDED MCCABE’S FIRING. @FoxNews @IngrahamAngle,2020-02-15T14:39:43Z,business hours
1868,RT @WhiteHouse: LIVE: Press Briefing with Coronavirus Task Force https://t.co/38GuIW79Gh,2020-04-09T22:23:42Z,business hours
1869,RT @trscoop: Leftist math genius caught in another FAIL over lying about Trump’s comments to governors to make him look bad https://t.co/3P…,2020-03-17T03:34:17Z,non-business hours
1870,RT @RedState: Dan Bongino and Others Call out NYT Editor for Altering Trump Quote From Conference Call With Governors https://t.co/gz0lCPx4…,2020-03-17T03:33:51Z,non-business hours
1871,"RT @dbongino: It’s pretty hilarious that the NY Times thinks we’re not gonna fact-check everything they say and type, give their propensity…",2020-03-17T03:33:41Z,non-business hours
1872,"RT @Techno_Fog: Wow.

The DOJ moves to dismiss the charges against the Russian Company (Concord) who conducted the alleged ""information war…",2020-03-17T03:32:40Z,non-business hours
1873,“The Democrats have now conceded that President Trump has not committed a crime.” @AriFleischer,2020-01-23T20:26:23Z,business hours
1874,RT @WhiteHouse: Project Air Bridge—a sweeping operation to keep doctors and nurses supplied with protective equipment—has completed more th…,2020-04-09T23:41:08Z,business hours
1875,"RT @WhiteHouse: ""Let me begin by expressing my sincere gratitude to the American people. Millions of Americans are making profound and diff…",2020-04-09T23:40:51Z,business hours
1876,RT @WhiteHouse: Our great American medical system continues to go above and beyond the call of duty. 🇺🇸 https://t.co/g1MrRG8HYl,2020-04-09T23:40:40Z,business hours
1877,RT @marklevinshow: https://t.co/CzAAVvzmrQ,2020-03-17T03:40:38Z,non-business hours
1878,RT @marklevinshow: The Atlantic spews communist China’s propaganda while trashing the Trump administration.  And it’s not alone among the A…,2020-03-17T03:40:23Z,non-business hours
1879,“President Trump shows us that electability is no match for electricity” by @KellyannePolls https://t.co/XQBir61WHO,2020-01-23T20:34:14Z,business hours
1880,"RT @DavidJHarrisJr: Proof it’s all about emotion to liberals! I’m not a small guy, and she was afraid of my @realDonaldTrump hat! 

Are You…",2020-02-15T22:11:18Z,business hours
1881,"....We will always be there for our Great Farmers, Cattlemen, Ranchers, and Producers!",2020-04-10T00:42:29Z,business hours
1882,"I have directed @SecretarySonny to expedite help to our farmers, especially to the smaller farmers who are hurting right now. I expect Secretary Purdue to use all of the funds and authorities at his disposal to make sure that our food supply is stable, strong, and safe....",2020-04-10T00:42:28Z,business hours
1883,"RT @marklevinshow: Democrat Party-press wrong and disappointed
https://t.co/BIzRKYzGdM",2020-03-17T03:41:33Z,non-business hours
1884,RT @marklevinshow: The debate tonight is hardly a debate at all. Biden has largely moved hard left where there are now relatively few diffe…,2020-03-17T03:41:09Z,non-business hours
1885,"RT @marklevinshow: It’s amazing how hospitable the moderators are to the Democrat Party’s leftwing agenda.  Thus far, absolutely no serious…",2020-03-17T03:40:58Z,non-business hours
1886,Interesting poll in Texas-13! #TX13 https://t.co/80uS2VaPGP,2020-01-23T21:02:31Z,business hours
1887,Close race in Kansas! https://t.co/m2ExF9vHKU,2020-01-23T21:01:35Z,business hours
1888,Thank you David! https://t.co/yElxOFxqYu,2020-02-15T22:13:18Z,business hours
1889,RT @USACE_NY: Time-lapse footage shows efforts to convert sites at SUNY Old Westbury into an alternate care facility.1020 beds for various…,2020-04-10T04:27:28Z,non-business hours
1890,"RT @USACE_NY: The New York District, in conjunction with state, federal and local partners, is constructing an alternate care facility for…",2020-04-10T04:27:00Z,non-business hours
1891,"RT @marklevinshow: The Jewish case for President Trump
https://t.co/PZfxzgoQwM",2020-03-17T03:42:37Z,non-business hours
1892,I LOVE ALABAMA! https://t.co/ZDlBDehhvN,2020-01-23T21:03:28Z,business hours
1893,RT @Mike_Pence: President @realDonaldTrump promised the American people that he would bring back jobs and bring back manufacturing. He kept…,2020-02-15T22:21:33Z,business hours
1894,"RT @NJNationalGuard: NJ National Guard aids in medical care: Col. Stephen McKenzie, a physician assistant with Joint Task Force-57 (JTF-57)…",2020-04-10T04:28:15Z,non-business hours
1895,"RT @realDonaldTrump: This morning, 450,000 protective suits landed in Dallas, Texas. This was made possible because of the partnership of t…",2020-04-10T04:27:57Z,non-business hours
1896,"RT @AFP: #UPDATE The first human trial to evaluate a candidate vaccine against the new coronavirus has begun in Seattle, US health official…",2020-03-17T03:46:38Z,non-business hours
1897,"A poll of Radical Left, Do Nothing Democrats just came out in Florida. Nice results! https://t.co/YYo9CxWsVH",2020-01-23T21:04:47Z,business hours
1898,"Crazy Bernie takes the lead in the Democrat Primaries, but it is looking more and more like the Dems will never allow him to win! Will Sleepy Joe be able to stumble across the finish line?",2020-01-23T21:08:30Z,business hours
1899,"Democrats are going to destroy your Social Security. I have totally left it alone, as promised, and will save it!",2020-01-23T21:08:28Z,business hours
1900,"RT @GOPChairwoman: I couldn’t agree more @LaraLeaTrump!
 
Socialist Democrats can’t compete with @realDonaldTrump’s “incredible track recor…",2020-02-15T22:22:14Z,business hours
1901,"RT @Mike_Pence: Under President @realDonaldTrump’s leadership, more than 90 percent of the regulations that @ShopFloorNAM identified as hur…",2020-02-15T22:21:57Z,business hours
1902,RT @TeamTrump: Vice President @Mike_Pence at @Citadel1842: President @realDonaldTrump has the backs of our Men &amp; Women in uniform! https://…,2020-02-15T22:21:42Z,business hours
1903,"RT @WhiteHouse: Avoid eating out. Use carry-out, drive-thru, and delivery options. https://t.co/osBRcxnyFY",2020-03-17T12:22:38Z,non-business hours
1904,RT @WhiteHouse: Help make the next 15 days count and avoid social gatherings of more than 10 people. https://t.co/txPAAFtxIu,2020-03-17T12:22:30Z,non-business hours
1905,RT @CDCgov: Social distancing can help slow the spread of #COVID19 in affected communities. This means avoiding crowded places and maintain…,2020-03-17T12:22:47Z,non-business hours
1906,"RT @USACEHQ: Fernanda Brooks, Navy Facilities Mid-Atlantic architect, assists Wayne Miller, @norfolkdistrict structural engineer, in a site…",2020-04-10T04:28:55Z,non-business hours
1907,"RT @fema: We're working with partners to get medical supplies where they are needed by:

🔹 Making the best use of supplies at hand
🔹 Identi…",2020-04-10T04:28:51Z,non-business hours
1908,"RT @TeamTrump: From DAY ONE, President @realDonaldTrump fought to give Border Patrol Agents the resources they need.

The results have been…",2020-02-15T22:31:22Z,business hours
1909,RT @LindseyGrahamSC: Really appreciate the efforts of Dr. #Fauci. He has become a national treasure just like ALL of our healthcare workers…,2020-03-17T12:23:09Z,non-business hours
1910,"RT @FEMA_Pete: Multiple #ProjectAirBridge flights arrived in Chicago, IL today &amp; included:
 
• 49M+ gloves
• 507k+ gowns
• 8.7M+ masks
 
Th…",2020-04-10T04:30:30Z,non-business hours
1911,"RT @UPS_News: FEMA’S ‘Project Airbridge’ Takes Flight With 25 @UPS Charter Flights, Dedicated @FEMA Distribution Center  - https://t.co/Tmi…",2020-04-10T04:30:07Z,non-business hours
1912,"On my way, see you soon! https://t.co/6Rd5lbafJv",2020-01-23T21:11:47Z,business hours
1913,"RT @TeamTrump: Not one more life should be stolen by a Sanctuary City.

President @realDonaldTrump is calling on Congress to give American…",2020-02-15T22:31:43Z,business hours
1914,That is a real fan. Thank you! https://t.co/1JWyoyiidW,2020-01-23T21:50:02Z,business hours
1915,"Years ago the Democrats had the money to build the Wall, but they didn’t have any idea how to get it done. I am building it bigger and better than ever thought possible! https://t.co/VMioZcRPfj",2020-02-15T22:30:49Z,business hours
1916,"RT @LindseyGrahamSC: President Trump’s decision to declare a national emergency over the #coronavirus pandemic is the right call.  

It wil…",2020-03-17T12:24:20Z,non-business hours
1917,RT @DHS_Wolf: An international cargo plane landed at Louisville International Airport with crucial medical supplies destined for critical l…,2020-04-10T04:30:58Z,non-business hours
1918,"RT @WhiteHouse: From day one, President @realDonaldTrump has fought to give our Border Patrol the resources they need. 

The results have b…",2020-02-15T22:32:47Z,business hours
1919,Federal Government is working very well with the Governors and State officials. Good things will happen! #KILLTHEVIRUS,2020-03-17T13:34:01Z,business hours
1920,"Cuomo wants “all states to be treated the same.” But all states aren’t the same. Some are being hit hard by the Chinese Virus, some are being hit practically not at all. New York is a very big “hotspot”, West Virginia has, thus far, zero cases. Andrew, keep politics out of it....",2020-03-17T12:22:11Z,non-business hours
1921,RT @Scavino45: https://t.co/Ge6pvUufNB,2020-04-10T04:32:11Z,non-business hours
1922,"RT @USNavy: Superheroes exist in real life, for we walk among them! 

Shout out to all the dedicated health professionals and Sailors acros…",2020-04-10T04:31:56Z,non-business hours
1923,True! https://t.co/OPTBdNOQrD,2020-01-23T22:21:22Z,business hours
1924,"RT @GOPChairwoman: While Democrats have tried to obstruct at every turn, @realDonaldTrump has nominated, and the Senate has confirmed 192 A…",2020-02-15T22:34:09Z,business hours
1925,"RT @GOPChairwoman: .@realDonaldTrump’s policies have kicked America’s economic engine into high gear:
 
Last month marked the 23rd consecut…",2020-02-15T22:33:44Z,business hours
1926,Failing  Michigan Governor must work harder and be much more proactive. We are pushing her to get the job done. I stand with Michigan!,2020-03-17T13:27:18Z,business hours
1927,RT @Scavino45: https://t.co/V4dAJ4RKfy,2020-04-10T04:32:58Z,non-business hours
1928,https://t.co/Acyh0HStm8,2020-01-24T02:40:03Z,non-business hours
1929,"Remember, will be at Daytona 500 tomorrow!",2020-02-15T22:35:26Z,business hours
1930,"RT @realDonaldTrump: On National Former Prisoner of War Recognition Day, we honor the more than 500,000 American warriors captured while pr…",2020-04-10T04:36:18Z,non-business hours
1931,RT @Jim_Jordan: New transcripts show that James Comey’s FBI sought dirt on the Trump Campaign less than TWO WEEKS before the 2016 election.…,2020-04-10T04:35:56Z,non-business hours
1932,"Carlos will win big, very exciting. Great for Florida, great for USA! He has my complete and total Endorsement! https://t.co/6Rd5laSEkV",2020-01-24T02:52:47Z,non-business hours
1933,RT @WhiteHouse: President @realDonaldTrump and @FLOTUS welcomed the President and First Lady of Ecuador to the White House this week! 🇺🇸🇪🇨…,2020-02-15T22:36:28Z,business hours
1934,BIG PROGRESS! https://t.co/DfWA7FRSGQ,2020-02-15T22:36:03Z,business hours
1935,RT @WhiteHouse: LIVE: Press Briefing with Coronavirus Task Force https://t.co/u2AZ7iT4Ob,2020-03-17T15:41:02Z,business hours
1936,"RT @Jim_Jordan: Chuck Schumer will never pass up an opportunity to play partisan games.
https://t.co/SrMlN4MR7X",2020-04-10T04:36:55Z,non-business hours
1937,RT @realDonaldTrump: The Wall Street Journal always “forgets” to mention that the ratings for the White House Press Briefings are “through…,2020-04-10T04:36:42Z,non-business hours
1938,RT @realDonaldTrump: Great News: Prime Minister Boris Johnson has just been moved out of Intensive Care. Get well Boris!!!,2020-04-10T04:36:40Z,non-business hours
1939,https://t.co/QNbBIAKFbk,2020-01-24T03:44:32Z,non-business hours
1940,"RT @ericbolling: Early on in 2015.. I saw something in  @realDonaldTrump and I predicted his win.

Some are trying to do the same thing...…",2020-02-15T22:37:27Z,business hours
1941,RT @WhiteHouse: We applaud private-sector businesses for creating seniors-only shopping times! 🛒 https://t.co/I7usQC0k5M,2020-03-17T18:33:58Z,business hours
1942,"RT @WhiteHouse: NEW: Medicare will dramatically expand telehealth services in response to the Coronavirus.

Medicare patients can now visit…",2020-03-17T18:33:53Z,business hours
1943,RT @WhiteHouse: President @realDonaldTrump spoke with executives from America’s fast food companies to discuss the important role that driv…,2020-03-17T18:33:46Z,business hours
1944,RT @GOPconvention: “The Republican Convention is going to be such a benefit for the city. It’s going to show everyone around the world that…,2020-04-10T04:46:22Z,non-business hours
1945,Thank you Erin! https://t.co/m8HRlK6VCY,2020-04-10T04:45:48Z,non-business hours
1946,https://t.co/MGwSfC6hC4,2020-01-24T03:48:51Z,non-business hours
1947,"Jeanne Mancini, President, March for Life: “We have never had a President of the United States actually come in person to the March for Life.” But now you do! See you later Jeanne. @HeatherChilders @FoxNews",2020-01-24T11:18:36Z,non-business hours
1948,RT @WhiteHouse: President @realDonaldTrump's USMCA will have a tremendous effect on GDP! https://t.co/y3hQfuj8oy,2020-02-15T22:38:15Z,business hours
1949,RT @Mike_Pence: We’re asking every American to partner with us in the effort to combat the Coronavirus and be mindful of our vulnerable sen…,2020-03-17T18:36:46Z,business hours
1950,"RT @FLOTUS: Today I joined @POTUS, @VP, &amp; @SecondLady on a call w Mental Health Professionals. Americans are enduring many hardships becaus…",2020-04-10T04:47:13Z,non-business hours
1951,"RT @BenGoldey: President @realDonaldTrump just announced: “Student loan payments have been waived for 6 months, and we'll discuss it after…",2020-04-10T04:46:48Z,non-business hours
1952,"Thank you to @JackBrewerBSI for your kind words on the great progress we have made on our powerful African-American Agenda. For one, lowest unemployment numbers in USA history. Many other great records!  @foxandfriends  @FoxNews",2020-02-15T22:40:44Z,business hours
1953,"RT @Mike_Pence: All of our health experts agree, you do not need the results of Coronavirus testing to know what you should do. Every Ameri…",2020-03-17T18:36:44Z,business hours
1954,"RT @ErinMPerrine: 100% mail in voting is ripe for fraud. States should maintain the responsibility for their voting laws.

Democrats want t…",2020-04-10T04:48:21Z,non-business hours
1955,“21 State Attorney Generals denouncing the Impeachment of President Trump.” @FoxNews,2020-01-24T11:24:48Z,non-business hours
1956,“He’s got to explain this. How did Hunter Biden get a billion and a half dollars (from China) to invest when he’d been in business for 60 days?” @LindseyGrahamSC @FoxNews,2020-01-24T11:42:37Z,non-business hours
1957,"RT @SenateRPC: Almost a month ago, the Senate passed, and @POTUS signed, #USMCA. This agreement brought our country’s trade into the 21st c…",2020-02-15T22:43:23Z,business hours
1958,RT @GovernorKayIvey: .@POTUS just released further recommendations regarding #COVID19. Please help spread this important information. Remem…,2020-03-17T18:56:13Z,business hours
1959,"RT @Surabees: Just like @CNN did earlier today, here's @nytimes once again changing a headline to protect their close personal friends in t…",2020-04-10T04:50:36Z,non-business hours
1960,"RT @senatemajldr: In order to politically attack one President they do not like, Washington Democrats proved willing to attack our underlyi…",2020-02-15T22:44:35Z,business hours
1961,"RT @SenateGOP: American workers are WINNING, and the numbers prove it.

See for yourself! 👇 https://t.co/dFQfaMYXQC",2020-02-15T22:44:18Z,business hours
1962,"RT @SenateGOP: → Over 7 million new jobs

→ 50-year low unemployment

→ Wages continue to rise

No wonder Democrats are struggling to expla…",2020-02-15T22:44:10Z,business hours
1963,"RT @LouisianaGov: As Louisianans, we must practice social distancing to slow the spread of COVID-19, flatten the curve and help keep everyo…",2020-03-17T18:58:06Z,business hours
1964,"RT @GovParsonMO: Get the latest CDC guidance on mass gatherings and large community events, https://t.co/dmATNCuNp3 or head to the Missouri…",2020-03-17T18:57:22Z,business hours
1965,RT @MZanona: House Minority Leader Kevin McCarthy said it's “disgusting” that Dems are pushing to include money for mail-in voting in the n…,2020-04-10T04:51:32Z,non-business hours
1966,RT @GreggJarrett: This entire impeachment process has been the true 'abuse of power' for political gain by the Democrats and especially Nan…,2020-01-24T11:46:08Z,non-business hours
1967,RT @GreggJarrett: New Poll Shows Dem’s Impeachment Hopes are Doomed https://t.co/orce2NkHM1,2020-01-24T11:45:51Z,non-business hours
1968,"RT @SenateGOP: While Democrats fumble around, a BLUE-COLLAR BOOM continues!

WATCH: https://t.co/33YErQvDPw",2020-02-15T22:45:32Z,business hours
1969,RT @SenJohnBarrasso: Economic freedom and free markets: Those are the engines of our economy. Socialism is an enemy of our economy. I think…,2020-02-15T22:45:21Z,business hours
1970,RT @WVGovernor: Today we continued to take proactive steps as part of our ongoing preparations for #COVID19. We've been blessed in #WV to n…,2020-03-17T18:58:44Z,business hours
1971,RT @JuddPDeere45: .@realDonaldTrump and @senatemajldr are fighting to help small businesses across this country. #COVID19 #AmericaWorksToge…,2020-04-10T04:53:42Z,non-business hours
1972,RT @GreggJarrett: #SchiffShow Lies About Impeachment “Evidence” Again https://t.co/NCs2Bok9Lj,2020-01-24T11:46:29Z,non-business hours
1973,"RT @SenateGOP: This February, we celebrate #BlackHistoryMonth to honor the successes, contributions, and advancements of African Americans…",2020-02-15T22:50:29Z,business hours
1974,"RT @SenRickScott: Florida’s African American community has made everlasting contributions to our state’s past, present and future. 

Togeth…",2020-02-15T22:50:20Z,business hours
1975,"RT @GovMurphy: We MUST #FlattenTheCurve of the spread of coronavirus.
 
Social distancing, closing schools, limiting non-essential business…",2020-03-17T19:07:34Z,business hours
1976,Thank you Frank. It’s ABC Fake News. They knew they were wrong when they went with this Hoax of a story! https://t.co/FHkRaW3BTi,2020-04-10T04:56:21Z,non-business hours
1977,RT @GreggJarrett: Alleged “Whistleblower” Overheard in 2017 Planning How to Remove Trump https://t.co/PHefkqVsnZ,2020-01-24T11:49:20Z,non-business hours
1978,"RT @SenateGOP: Chairman @SenJohnBarrasso:

60% of Americans say they are financially better off now than they were a year ago.

And over 70…",2020-02-15T22:51:37Z,business hours
1979,"RT @senatemajldr: #OnThisDay in 1809, Kentucky native Abraham Lincoln was born. Join me in celebrating the life of our 16th president. http…",2020-02-15T22:51:26Z,business hours
1980,"RT @SecretarySonny: 🚨🚨🚨We've partnered with @BaylorCoHP, McLane Global &amp; @PepsiCo to provide 1 MILLION MEALS PER WEEK to rural children in…",2020-03-17T19:11:57Z,business hours
1981,"RT @CNBCnow: BREAKING: Democrats block McConnell’s effort to get unanimous support for $250 billion in additional small business aid 
https…",2020-04-10T04:58:26Z,non-business hours
1982,RT @AndrewHClark: Slow slow Sleepy Joe https://t.co/Fuoki6vGYO,2020-04-10T04:58:13Z,non-business hours
1983,Tim Scott is Great! https://t.co/O1Aivbc2yG,2020-04-10T04:57:58Z,non-business hours
1984,"RT @LouDobbs: Make sure to grab your copy of @peterschweizer’s newest book, ""Profiles in Corruption: Abuse of Power by America’s Progressiv…",2020-01-24T11:50:29Z,non-business hours
1985,RT @peterschweizer: https://t.co/CJ6DxfycND,2020-01-24T11:50:13Z,non-business hours
1986,"RT @SeemaCMS: Through the 1135 waiver, #Medicare beneficiaries, who are at higher risk for #COVID19, will be able to receive a specific set…",2020-03-17T19:13:12Z,business hours
1987,"RT @GOPLeader: GREAT news for seniors on Medicare → You can now stay home and see any doctor licensed in your state using FaceTime, Skype,…",2020-03-17T19:13:34Z,business hours
1988,RT @TeamTrump: Team Trump Communications Director @TimMurtaugh on how important the #PaycheckProtectionProgram is for American Small Busine…,2020-04-10T05:00:34Z,non-business hours
1989,"RT @FLOTUS: As the CDC continues to study the spread of the COVID-19, they recommend people wear cloth face coverings in public settings wh…",2020-04-10T05:00:26Z,non-business hours
1990,RT @GreggJarrett: CNN Analyst Copies Schiff and Fabricates Conversations #FakeNews https://t.co/mnlWfCOYAA,2020-01-24T11:46:52Z,non-business hours
1991,RT @SenatorTimScott: Joined @cvpayne on @FoxBusiness this afternoon to talk about how my Opportunity Zones are working across the nation fo…,2020-02-15T22:53:35Z,business hours
1992,"RT @senatemajldr: Senate Democrats spent years saying “when it comes to Iran, we should never take the military option off the table.”

But…",2020-02-15T22:53:23Z,business hours
1993,"RT @SenToddYoung: As the latest #jobs report shows – tax relief, regulatory reform, and trade deals like #USMCA are fueling our economy &amp; p…",2020-02-15T22:53:01Z,business hours
1994,"RT @SenateCommerce: As you take precautions to avoid the #Coronavirus, take steps to help prevent your devices from catching viruses too.…",2020-03-17T19:14:40Z,business hours
1995,RT @ErinMPerrine: Dem establishment got the candidate they wanted with Biden &amp; his policies are right in line w/ Socialist Bernie -- BAD FO…,2020-04-10T05:01:16Z,non-business hours
1996,RT @TomFitton: This interview with @Dbongino is your antidote to the Schiff sham impeachment show.....,2020-01-24T11:55:33Z,non-business hours
1997,RT @benfergusonshow: FOR THE DEMOCRATS WHO KEEP TALKING ABOUT “ABUSE OF POWER” THIS IS WHAT IT ACTUALLY LOOKS LIKE!,2020-01-24T11:58:07Z,non-business hours
1998,"RT @SenJohnThune: Thanks to GOP economic policies, more Americans are working, &amp; the economy is thriving. While the larger economy continue…",2020-02-15T22:52:02Z,business hours
1999,"RT @SenateGOP: On the Senate Floor, Chairman @SenJohnBarrasso:

A Socialist is now the front-runner for the Democrat nomination for preside…",2020-02-15T22:51:06Z,business hours
2000,"RT @SenateGOP: ʀᴇᴍɪɴᴅᴇʀ

In killing Soleimani, @realdonaldtrump eliminated a terrorist mastermind who had been responsible for more America…",2020-02-15T22:50:50Z,business hours
2001,RT @BillCassidy: The White House Coronavirus Task Force and @realDonaldTrump announced new guidelines every American should follow to save…,2020-03-17T19:15:30Z,business hours
2002,"RT @FrancisBrennan: What is Joe Biden doing with his hand here?

It looks like Biden’s teleprompter went down during his coronavirus press…",2020-04-10T05:04:37Z,non-business hours
2003,"RT @LizRNC: AG Barr on Durham probe:

""He is looking to bring to justice people who were engaged in abuses if he can show that they were cr…",2020-04-10T05:04:30Z,non-business hours
2004,"Ending surprise medical billing moving ahead in Congress! Thanks to Ways &amp; Means and Education/Labor Committees for your work on Bills to protect patients and end medical bill ripoffs! Work with Energy &amp; Commerce, HELP committees to send BIPARTISAN bill to my desk!",2020-02-12T21:13:20Z,business hours
2005,RT @dbongino: WATCH: WH Counsel Absolutely Destroys Democrats' Impeachment Argument https://t.co/ithEvu11rt,2020-01-24T11:59:55Z,non-business hours
2006,"RT @SenateGOP: Our booming economy is drawing Americans off the sidelines and BACK TO WORK at the highest rate in 30 years! 
 
✅ More Jobs…",2020-02-15T22:52:21Z,business hours
2007,"RT @SenJoniErnst: With 225,000 jobs created last month alone, the U.S. economy is continuing to fire on all cylinders! https://t.co/T3q907W…",2020-02-15T22:52:11Z,business hours
2008,".@BethVanDuyne did Great things as Mayor of Irving, Texas, with my Administration. She is a Strong Conservative who supports Border Security, Loves our Military, Vets, and supports your #2A. Beth has my Full Endorsement for Congress! https://t.co/0cUYANBzj0",2020-02-12T21:18:16Z,business hours
2009,".@WesleyHuntTX is running for Congress in the Great State of Texas. He will help us accomplish our America First policies. Wesley is strong on Crime, the Border, our 2nd Amendment, Trade, Military and Vets. Wesley has my Complete and Total Endorsement! https://t.co/tdnO5Uh5Sa",2020-02-12T21:20:10Z,business hours
2010,"RT @sendavidperdue: America has faced big challenges before, and we will get through this together. Please stay vigilant and follow @CDCgov…",2020-03-17T19:17:06Z,business hours
2011,"RT @senrobportman: Everyone of us has a critical role to play in slowing the spread of #coronavirus. 

➡️ Wash your hands and practice good…",2020-03-17T19:16:26Z,business hours
2012,"RT @GaryCoby: Trump vs Establishment - Part 2!

#SleepyJoe Loves...
✅ China
✅ Open Borders
✅ Free Healthcare for Illegals
✅ Big Government…",2020-04-10T05:05:40Z,non-business hours
2013,RT @FrancisBrennan: “Trump Campaign: The President Will Destroy Biden in November” https://t.co/wOLQ1roYzk,2020-04-10T05:04:58Z,non-business hours
2014,"RT @SenJohnThune: While Dems continue to peddle their socialist fantasies, GOP economic policies have made life better for Americans.

And…",2020-02-15T22:52:51Z,business hours
2015,"RT @RepDougCollins: To all of our doctors, nurses, first responders, and public safety officers fighting on the front lines: Thank you.

In…",2020-03-17T19:17:32Z,business hours
2016,"RT @HouseGOP: Follow these coronavirus guidelines from the @WhiteHouse to keep our families and communities safe:
▪️ Practice Social Distan…",2020-03-17T19:17:30Z,business hours
2017,RT @dbongino: History: Trump to Become First President to Attend March for Life Rally  https://t.co/W6qVJz8lzF,2020-01-24T12:01:18Z,non-business hours
2018,"RT @dbongino: No wonder Democrats don't want to talk about the Bidens...
https://t.co/ZdhhkeXRuT",2020-01-24T11:59:41Z,non-business hours
2019,"RT @TeamTrump: Secretary of State @mikepompeo announces that the State Department has repatriated 50,000 Americans! https://t.co/iWHLL2pHHd",2020-04-10T05:06:11Z,non-business hours
2020,"RT @parscale: The @TeamTrump online campaign is 🔥🔥🔥!

Since going all-virtual March 13:

❗️276K NEW volunteers
❗️13,347,694 volunteer calls…",2020-04-10T05:06:03Z,non-business hours
2021,Getting ready to go to the Daytona 500. Will be GREAT!,2020-02-16T15:25:00Z,business hours
2022,"RT @SteveScalise: .@realDonaldTrump has taken decisive action to combat Coronavirus:

– Stopped flights early
– Partnered w/ the private se…",2020-03-17T19:18:18Z,business hours
2023,"RT @CLH45: ""Our goal is - first, second and third - to get relief to people who need it, quickly. So, we're trying to do it as swiftly as p…",2020-04-10T05:08:38Z,non-business hours
2024,"RT @TomFitton: ENEMIES list? Targets of reported illegal monitoring by ousted Amb to Ukraine?   https://t.co/my2NV8TOgS
@JackPosobiec
@Dona…",2020-01-24T12:05:50Z,non-business hours
2025,"RT @RealCandaceO: LET’S GO AMERICA🇺🇸! 
After 2 years of fighting and challenging the status quo— I finally wrote it. 
The book Democrats do…",2020-01-24T12:07:45Z,non-business hours
2026,"Last week the Fake News said that a section of our powerful, under construction, Southern Border Wall “fell over”, trying to make it sound terrible, except the reason was that the concrete foundation was just poured &amp; soaking wet when big winds kicked in. Quickly fixed “forever”.",2020-02-16T17:11:48Z,business hours
2027,"RT @AjitPaiFCC: A major #telehealth announcement by @POTUS regarding ""a dramatic expansion of our Medicare telehealth services"": patients c…",2020-03-17T19:20:25Z,business hours
2028,"RT @TommyHicksGOP: “President Trump’s campaign remains at the forefront of digital campaigning and engagement…Sleepy Joe’s broadcasts, whic…",2020-04-10T05:09:37Z,non-business hours
2029,RT @TeamTrump: MUST READ op-ed from @LizRNC: Isn’t it strange how every Democrat proposal for voting during a pandemic is exactly what Demo…,2020-04-10T05:08:58Z,non-business hours
2030,#DAYTONA500 https://t.co/fT8L0EZqXh,2020-02-17T00:42:04Z,business hours
2031,"RT @GOPLeader: Schiff’s doctrine = If at first you don’t succeed, lie, lie again.",2020-01-24T12:11:31Z,non-business hours
2032,"RT @GOPLeader: This sums up the last three years ↴

President Trump working overtime to defend America.

Democrats working overtime to defa…",2020-01-24T12:11:29Z,non-business hours
2033,The world is at war with a hidden enemy. WE WILL WIN!,2020-03-17T19:31:33Z,business hours
2034,RT @searcyroger52: @IngrahamAngle if you continue to have loud mouth low IQ Chris Hahn on your show you’re going to loose me and many other…,2020-04-10T05:15:05Z,non-business hours
2035,RT @ChuckGrassley: The Senate is back to wrk for the American ppl This wk 4 district court judges nominated by @realDonaldTrump were confir…,2020-02-15T22:43:49Z,business hours
2036,https://t.co/6gD7l9Po59,2020-03-17T20:12:55Z,business hours
2037,"RT @BBCBreaking: Prime Minister Boris Johnson has been moved out of intensive care but remains in hospital, Downing Street says https://t.c…",2020-04-10T05:15:54Z,non-business hours
2038,RT @RepLeeZeldin: #TBT #QuidProJoe TWO YEARS AGO TODAY! https://t.co/971Wtvsfk9,2020-01-24T12:11:49Z,non-business hours
