id,date_est,business_hours,cal_week,word
1,2020-03-03T01:34:50Z,business hours,9,i
1,2020-03-03T01:34:50Z,business hours,9,was
1,2020-03-03T01:34:50Z,business hours,9,thrilled
1,2020-03-03T01:34:50Z,business hours,9,to
1,2020-03-03T01:34:50Z,business hours,9,be
1,2020-03-03T01:34:50Z,business hours,9,back
1,2020-03-03T01:34:50Z,business hours,9,in
1,2020-03-03T01:34:50Z,business hours,9,the
1,2020-03-03T01:34:50Z,business hours,9,greaity
1,2020-03-03T01:34:50Z,business hours,9,of
1,2020-03-03T01:34:50Z,business hours,9,charlotte
1,2020-03-03T01:34:50Z,business hours,9,north
1,2020-03-03T01:34:50Z,business hours,9,carolina
1,2020-03-03T01:34:50Z,business hours,9,with
1,2020-03-03T01:34:50Z,business hours,9,thousands
1,2020-03-03T01:34:50Z,business hours,9,of
1,2020-03-03T01:34:50Z,business hours,9,hardworking
1,2020-03-03T01:34:50Z,business hours,9,american
1,2020-03-03T01:34:50Z,business hours,9,patriots
1,2020-03-03T01:34:50Z,business hours,9,who
1,2020-03-03T01:34:50Z,business hours,9,love
1,2020-03-03T01:34:50Z,business hours,9,our
1,2020-03-03T01:34:50Z,business hours,9,country
1,2020-03-03T01:34:50Z,business hours,9,cherish
1,2020-03-03T01:34:50Z,business hours,9,our
1,2020-03-03T01:34:50Z,business hours,9,values
1,2020-03-03T01:34:50Z,business hours,9,respect
1,2020-03-03T01:34:50Z,business hours,9,our
1,2020-03-03T01:34:50Z,business hours,9,laws
1,2020-03-03T01:34:50Z,business hours,9,and
1,2020-03-03T01:34:50Z,business hours,9,always
1,2020-03-03T01:34:50Z,business hours,9,put
1,2020-03-03T01:34:50Z,business hours,9,america
1,2020-03-03T01:34:50Z,business hours,9,first
1,2020-03-03T01:34:50Z,business hours,9,thank
1,2020-03-03T01:34:50Z,business hours,9,you
1,2020-03-03T01:34:50Z,business hours,9,for
1,2020-03-03T01:34:50Z,business hours,9,a
1,2020-03-03T01:34:50Z,business hours,9,wonderful
1,2020-03-03T01:34:50Z,business hours,9,evening
1,2020-03-03T01:34:50Z,business hours,9,#kag
2,2020-01-17T03:22:47Z,non-business hours,3,read
2,2020-01-17T03:22:47Z,non-business hours,3,letter
2,2020-01-17T03:22:47Z,non-business hours,3,to
2,2020-01-17T03:22:47Z,non-business hours,3,surveillance
2,2020-01-17T03:22:47Z,non-business hours,3,court
2,2020-01-17T03:22:47Z,non-business hours,3,obtained
2,2020-01-17T03:22:47Z,non-business hours,3,by
2,2020-01-17T03:22:47Z,non-business hours,3,cbs
2,2020-01-17T03:22:47Z,non-business hours,3,news
2,2020-01-17T03:22:47Z,non-business hours,3,questions
2,2020-01-17T03:22:47Z,non-business hours,3,where
2,2020-01-17T03:22:47Z,non-business hours,3,there
2,2020-01-17T03:22:47Z,non-business hours,3,will
2,2020-01-17T03:22:47Z,non-business hours,3,be
2,2020-01-17T03:22:47Z,non-business hours,3,further
2,2020-01-17T03:22:47Z,non-business hours,3,disciplinary
2,2020-01-17T03:22:47Z,non-business hours,3,action
2,2020-01-17T03:22:47Z,non-business hours,3,and
2,2020-01-17T03:22:47Z,non-business hours,3,cho
3,2020-01-17T13:13:59Z,non-business hours,3,very
3,2020-01-17T13:13:59Z,non-business hours,3,friendly
3,2020-01-17T13:13:59Z,non-business hours,3,telling
3,2020-01-17T13:13:59Z,non-business hours,3,of
3,2020-01-17T13:13:59Z,non-business hours,3,events
3,2020-01-17T13:13:59Z,non-business hours,3,here
3,2020-01-17T13:13:59Z,non-business hours,3,about
3,2020-01-17T13:13:59Z,non-business hours,3,comeys
3,2020-01-17T13:13:59Z,non-business hours,3,apparent
3,2020-01-17T13:13:59Z,non-business hours,3,leaking
3,2020-01-17T13:13:59Z,non-business hours,3,to
3,2020-01-17T13:13:59Z,non-business hours,3,compliant
3,2020-01-17T13:13:59Z,non-business hours,3,media
3,2020-01-17T13:13:59Z,non-business hours,3,if
3,2020-01-17T13:13:59Z,non-business hours,3,you
3,2020-01-17T13:13:59Z,non-business hours,3,read
3,2020-01-17T13:13:59Z,non-business hours,3,those
3,2020-01-17T13:13:59Z,non-business hours,3,arles
3,2020-01-17T13:13:59Z,non-business hours,3,and
3,2020-01-17T13:13:59Z,non-business hours,3,tho
4,2020-01-17T00:11:56Z,business hours,3,president
4,2020-01-17T00:11:56Z,business hours,3,announced
4,2020-01-17T00:11:56Z,business hours,3,historic
4,2020-01-17T00:11:56Z,business hours,3,steps
4,2020-01-17T00:11:56Z,business hours,3,to
4,2020-01-17T00:11:56Z,business hours,3,prot
4,2020-01-17T00:11:56Z,business hours,3,the
4,2020-01-17T00:11:56Z,business hours,3,constitutional
4,2020-01-17T00:11:56Z,business hours,3,right
4,2020-01-17T00:11:56Z,business hours,3,to
4,2020-01-17T00:11:56Z,business hours,3,pray
4,2020-01-17T00:11:56Z,business hours,3,in
4,2020-01-17T00:11:56Z,business hours,3,public
4,2020-01-17T00:11:56Z,business hours,3,schools
5,2020-02-01T16:14:02Z,business hours,5,getting
5,2020-02-01T16:14:02Z,business hours,5,a
5,2020-02-01T16:14:02Z,business hours,5,little
5,2020-02-01T16:14:02Z,business hours,5,exercise
5,2020-02-01T16:14:02Z,business hours,5,this
5,2020-02-01T16:14:02Z,business hours,5,morning
6,2020-03-08T04:01:46Z,non-business hours,10,the
6,2020-03-08T04:01:46Z,non-business hours,10,economic
6,2020-03-08T04:01:46Z,non-business hours,10,boom
6,2020-03-08T04:01:46Z,non-business hours,10,continues
6,2020-03-08T04:01:46Z,non-business hours,10,k
6,2020-03-08T04:01:46Z,non-business hours,10,jobs
6,2020-03-08T04:01:46Z,non-business hours,10,added
6,2020-03-08T04:01:46Z,non-business hours,10,in
6,2020-03-08T04:01:46Z,non-business hours,10,february
6,2020-03-08T04:01:46Z,non-business hours,10,m+
6,2020-03-08T04:01:46Z,non-business hours,10,jobs
6,2020-03-08T04:01:46Z,non-business hours,10,added
6,2020-03-08T04:01:46Z,non-business hours,10,since
6,2020-03-08T04:01:46Z,non-business hours,10,was
6,2020-03-08T04:01:46Z,non-business hours,10,elected
6,2020-03-08T04:01:46Z,non-business hours,10,unemploym
7,2020-02-07T17:35:20Z,business hours,6,vindmans
7,2020-02-07T17:35:20Z,business hours,6,behavior
7,2020-02-07T17:35:20Z,business hours,6,is
7,2020-02-07T17:35:20Z,business hours,6,a
7,2020-02-07T17:35:20Z,business hours,6,scandal
7,2020-02-07T17:35:20Z,business hours,6,he
7,2020-02-07T17:35:20Z,business hours,6,should
7,2020-02-07T17:35:20Z,business hours,6,be
7,2020-02-07T17:35:20Z,business hours,6,removed
7,2020-02-07T17:35:20Z,business hours,6,from
7,2020-02-07T17:35:20Z,business hours,6,the
7,2020-02-07T17:35:20Z,business hours,6,white
7,2020-02-07T17:35:20Z,business hours,6,house
7,2020-02-07T17:35:20Z,business hours,6,asap
7,2020-02-07T17:35:20Z,business hours,6,to
7,2020-02-07T17:35:20Z,business hours,6,prot
7,2020-02-07T17:35:20Z,business hours,6,our
7,2020-02-07T17:35:20Z,business hours,6,foreign
7,2020-02-07T17:35:20Z,business hours,6,poli
8,2020-01-09T12:24:31Z,non-business hours,2,thank
8,2020-01-09T12:24:31Z,non-business hours,2,you
8,2020-01-09T12:24:31Z,non-business hours,2,elise
9,2020-01-23T12:54:28Z,non-business hours,4,no
9,2020-01-23T12:54:28Z,non-business hours,4,matter
9,2020-01-23T12:54:28Z,non-business hours,4,what
9,2020-01-23T12:54:28Z,non-business hours,4,you
9,2020-01-23T12:54:28Z,non-business hours,4,give
9,2020-01-23T12:54:28Z,non-business hours,4,to
9,2020-01-23T12:54:28Z,non-business hours,4,the
9,2020-01-23T12:54:28Z,non-business hours,4,radical
9,2020-01-23T12:54:28Z,non-business hours,4,left
9,2020-01-23T12:54:28Z,non-business hours,4,do
9,2020-01-23T12:54:28Z,non-business hours,4,nothing
9,2020-01-23T12:54:28Z,non-business hours,4,democrats
9,2020-01-23T12:54:28Z,non-business hours,4,it
9,2020-01-23T12:54:28Z,non-business hours,4,will
9,2020-01-23T12:54:28Z,non-business hours,4,never
9,2020-01-23T12:54:28Z,non-business hours,4,be
9,2020-01-23T12:54:28Z,non-business hours,4,enough
10,2020-02-19T14:28:22Z,business hours,8,the
10,2020-02-19T14:28:22Z,business hours,8,fbi
10,2020-02-19T14:28:22Z,business hours,8,lied
10,2020-02-19T14:28:22Z,business hours,8,to
10,2020-02-19T14:28:22Z,business hours,8,the
10,2020-02-19T14:28:22Z,business hours,8,fisa
10,2020-02-19T14:28:22Z,business hours,8,court
10,2020-02-19T14:28:22Z,business hours,8,times
10,2020-02-19T14:28:22Z,business hours,8,using
10,2020-02-19T14:28:22Z,business hours,8,knowingly
10,2020-02-19T14:28:22Z,business hours,8,false
10,2020-02-19T14:28:22Z,business hours,8,info
10,2020-02-19T14:28:22Z,business hours,8,in
10,2020-02-19T14:28:22Z,business hours,8,fisa
10,2020-02-19T14:28:22Z,business hours,8,applications
10,2020-02-19T14:28:22Z,business hours,8,concealed
10,2020-02-19T14:28:22Z,business hours,8,exonerating
10,2020-02-19T14:28:22Z,business hours,8,evidenc
11,2020-03-20T04:42:15Z,non-business hours,12,everything
11,2020-03-20T04:42:15Z,non-business hours,12,were
11,2020-03-20T04:42:15Z,non-business hours,12,doing
11,2020-03-20T04:42:15Z,non-business hours,12,right
11,2020-03-20T04:42:15Z,non-business hours,12,now
11,2020-03-20T04:42:15Z,non-business hours,12,is
11,2020-03-20T04:42:15Z,non-business hours,12,timesensitive
11,2020-03-20T04:42:15Z,non-business hours,12,just
11,2020-03-20T04:42:15Z,non-business hours,12,left
11,2020-03-20T04:42:15Z,non-business hours,12,lunch
11,2020-03-20T04:42:15Z,non-business hours,12,with
11,2020-03-20T04:42:15Z,non-business hours,12,were
11,2020-03-20T04:42:15Z,non-business hours,12,working
11,2020-03-20T04:42:15Z,non-business hours,12,as
11,2020-03-20T04:42:15Z,non-business hours,12,a
12,2020-04-12T14:21:55Z,business hours,15,happy
12,2020-04-12T14:21:55Z,business hours,15,easter
13,2020-02-19T16:18:03Z,business hours,8,the
13,2020-02-19T16:18:03Z,business hours,8,worlds
13,2020-02-19T16:18:03Z,business hours,8,newest
13,2020-02-19T16:18:03Z,business hours,8,biggest
13,2020-02-19T16:18:03Z,business hours,8,#cricket
13,2020-02-19T16:18:03Z,business hours,8,stadium
13,2020-02-19T16:18:03Z,business hours,8,also
13,2020-02-19T16:18:03Z,business hours,8,the
13,2020-02-19T16:18:03Z,business hours,8,venue
13,2020-02-19T16:18:03Z,business hours,8,of
13,2020-02-19T16:18:03Z,business hours,8,joint
13,2020-02-19T16:18:03Z,business hours,8,moditrump
13,2020-02-19T16:18:03Z,business hours,8,visit
13,2020-02-19T16:18:03Z,business hours,8,in
13,2020-02-19T16:18:03Z,business hours,8,western
13,2020-02-19T16:18:03Z,business hours,8,#indias
13,2020-02-19T16:18:03Z,business hours,8,gujarat
13,2020-02-19T16:18:03Z,business hours,8,stat
14,2020-01-25T19:31:00Z,business hours,4,comey
14,2020-01-25T19:31:00Z,business hours,4,and
14,2020-01-25T19:31:00Z,business hours,4,the
14,2020-01-25T19:31:00Z,business hours,4,medias
14,2020-01-25T19:31:00Z,business hours,4,coverup
14,2020-01-25T19:31:00Z,business hours,4,unravels
15,2020-01-25T19:54:25Z,business hours,4,there
15,2020-01-25T19:54:25Z,business hours,4,is
15,2020-01-25T19:54:25Z,business hours,4,no
15,2020-01-25T19:54:25Z,business hours,4,other
15,2020-01-25T19:54:25Z,business hours,4,way
15,2020-01-25T19:54:25Z,business hours,4,to
15,2020-01-25T19:54:25Z,business hours,4,spin
15,2020-01-25T19:54:25Z,business hours,4,it
15,2020-01-25T19:54:25Z,business hours,4,the
15,2020-01-25T19:54:25Z,business hours,4,response
15,2020-01-25T19:54:25Z,business hours,4,today
15,2020-01-25T19:54:25Z,business hours,4,from
15,2020-01-25T19:54:25Z,business hours,4,the
15,2020-01-25T19:54:25Z,business hours,4,presidents
15,2020-01-25T19:54:25Z,business hours,4,legal
15,2020-01-25T19:54:25Z,business hours,4,team
15,2020-01-25T19:54:25Z,business hours,4,has
15,2020-01-25T19:54:25Z,business hours,4,been
15,2020-01-25T19:54:25Z,business hours,4,absolutely
15,2020-01-25T19:54:25Z,business hours,4,devastating
15,2020-01-25T19:54:25Z,business hours,4,to
16,2020-03-21T13:21:10Z,business hours,12,great
16,2020-03-21T13:21:10Z,business hours,12,story
16,2020-03-21T13:21:10Z,business hours,12,thank
16,2020-03-21T13:21:10Z,business hours,12,you
16,2020-03-21T13:21:10Z,business hours,12,to
16,2020-03-21T13:21:10Z,business hours,12,mr
16,2020-03-21T13:21:10Z,business hours,12,young
16,2020-03-21T13:21:10Z,business hours,12,of
16,2020-03-21T13:21:10Z,business hours,12,jonesboro
16,2020-03-21T13:21:10Z,business hours,12,arkansas
17,2020-01-25T19:54:52Z,business hours,4,presidents
17,2020-01-25T19:54:52Z,business hours,4,lawyers
17,2020-01-25T19:54:52Z,business hours,4,dissected
17,2020-01-25T19:54:52Z,business hours,4,the
17,2020-01-25T19:54:52Z,business hours,4,radical
17,2020-01-25T19:54:52Z,business hours,4,dems
17,2020-01-25T19:54:52Z,business hours,4,efforts
17,2020-01-25T19:54:52Z,business hours,4,to
17,2020-01-25T19:54:52Z,business hours,4,overthrow
17,2020-01-25T19:54:52Z,business hours,4,under
17,2020-01-25T19:54:52Z,business hours,4,the
17,2020-01-25T19:54:52Z,business hours,4,guise
17,2020-01-25T19:54:52Z,business hours,4,of
17,2020-01-25T19:54:52Z,business hours,4,what
17,2020-01-25T19:54:52Z,business hours,4,has
17,2020-01-25T19:54:52Z,business hours,4,been
17,2020-01-25T19:54:52Z,business hours,4,clearly
18,2020-01-25T19:54:36Z,business hours,4,no
18,2020-01-25T19:54:36Z,business hours,4,wonder
18,2020-01-25T19:54:36Z,business hours,4,chairman
18,2020-01-25T19:54:36Z,business hours,4,adam
18,2020-01-25T19:54:36Z,business hours,4,schiff
18,2020-01-25T19:54:36Z,business hours,4,wouldnt
18,2020-01-25T19:54:36Z,business hours,4,let
18,2020-01-25T19:54:36Z,business hours,4,the
18,2020-01-25T19:54:36Z,business hours,4,presidents
18,2020-01-25T19:54:36Z,business hours,4,lawyers
18,2020-01-25T19:54:36Z,business hours,4,paripate
18,2020-01-25T19:54:36Z,business hours,4,in
18,2020-01-25T19:54:36Z,business hours,4,his
18,2020-01-25T19:54:36Z,business hours,4,sham
18,2020-01-25T19:54:36Z,business hours,4,hearings
18,2020-01-25T19:54:36Z,business hours,4,they
18,2020-01-25T19:54:36Z,business hours,4,just
18,2020-01-25T19:54:36Z,business hours,4,dismantled
18,2020-01-25T19:54:36Z,business hours,4,h
19,2020-01-25T20:43:22Z,business hours,4,no
19,2020-01-25T20:43:22Z,business hours,4,one
19,2020-01-25T20:43:22Z,business hours,4,seems
19,2020-01-25T20:43:22Z,business hours,4,to
19,2020-01-25T20:43:22Z,business hours,4,be
19,2020-01-25T20:43:22Z,business hours,4,having
19,2020-01-25T20:43:22Z,business hours,4,more
19,2020-01-25T20:43:22Z,business hours,4,fun
19,2020-01-25T20:43:22Z,business hours,4,or
19,2020-01-25T20:43:22Z,business hours,4,getting
19,2020-01-25T20:43:22Z,business hours,4,a
19,2020-01-25T20:43:22Z,business hours,4,warmer
19,2020-01-25T20:43:22Z,business hours,4,reception
19,2020-01-25T20:43:22Z,business hours,4,at
19,2020-01-25T20:43:22Z,business hours,4,meeting
19,2020-01-25T20:43:22Z,business hours,4,than
19,2020-01-25T20:43:22Z,business hours,4,who
19,2020-01-25T20:43:22Z,business hours,4,is
19,2020-01-25T20:43:22Z,business hours,4,part
19,2020-01-25T20:43:22Z,business hours,4,of
20,2020-04-13T00:33:38Z,business hours,15,georgias
20,2020-04-13T00:33:38Z,business hours,15,th
20,2020-04-13T00:33:38Z,business hours,15,district
20,2020-04-13T00:33:38Z,business hours,15,is
20,2020-04-13T00:33:38Z,business hours,15,flippable
20,2020-04-13T00:33:38Z,business hours,15,this
20,2020-04-13T00:33:38Z,business hours,15,ones
20,2020-04-13T00:33:38Z,business hours,15,for
20,2020-04-13T00:33:38Z,business hours,15,you
20,2020-04-13T00:33:38Z,business hours,15,cobb
20,2020-04-13T00:33:38Z,business hours,15,fulton
20,2020-04-13T00:33:38Z,business hours,15,dekalb
20,2020-04-13T00:33:38Z,business hours,15,counties
20,2020-04-13T00:33:38Z,business hours,15,#ga
21,2020-03-22T03:30:08Z,non-business hours,12,our
21,2020-03-22T03:30:08Z,non-business hours,12,president
21,2020-03-22T03:30:08Z,non-business hours,12,is
21,2020-03-22T03:30:08Z,non-business hours,12,working
21,2020-03-22T03:30:08Z,non-business hours,12,valiantly
21,2020-03-22T03:30:08Z,non-business hours,12,to
21,2020-03-22T03:30:08Z,non-business hours,12,face
21,2020-03-22T03:30:08Z,non-business hours,12,some
21,2020-03-22T03:30:08Z,non-business hours,12,thing
21,2020-03-22T03:30:08Z,non-business hours,12,unprecedented
21,2020-03-22T03:30:08Z,non-business hours,12,and
21,2020-03-22T03:30:08Z,non-business hours,12,hes
21,2020-03-22T03:30:08Z,non-business hours,12,met
21,2020-03-22T03:30:08Z,non-business hours,12,with
21,2020-03-22T03:30:08Z,non-business hours,12,the
21,2020-03-22T03:30:08Z,non-business hours,12,ignorance
21,2020-03-22T03:30:08Z,non-business hours,12,seen
21,2020-03-22T03:30:08Z,non-business hours,12,in
21,2020-03-22T03:30:08Z,non-business hours,12,this
21,2020-03-22T03:30:08Z,non-business hours,12,video
22,2020-02-20T13:32:34Z,non-business hours,8,arizona
22,2020-02-20T13:32:34Z,non-business hours,8,is
22,2020-02-20T13:32:34Z,non-business hours,8,booming
22,2020-02-20T13:32:34Z,non-business hours,8,thanks
22,2020-02-20T13:32:34Z,non-business hours,8,to
22,2020-02-20T13:32:34Z,non-business hours,8,president
22,2020-02-20T13:32:34Z,non-business hours,8,unemployment
22,2020-02-20T13:32:34Z,non-business hours,8,is
22,2020-02-20T13:32:34Z,non-business hours,8,falling
22,2020-02-20T13:32:34Z,non-business hours,8,labor
22,2020-02-20T13:32:34Z,non-business hours,8,force
22,2020-02-20T13:32:34Z,non-business hours,8,paripation
22,2020-02-20T13:32:34Z,non-business hours,8,is
22,2020-02-20T13:32:34Z,non-business hours,8,rising
22,2020-02-20T13:32:34Z,non-business hours,8,✅
23,2020-04-13T00:52:50Z,business hours,15,new
23,2020-04-13T00:52:50Z,business hours,15,digital
23,2020-04-13T00:52:50Z,business hours,15,ad
23,2020-04-13T00:52:50Z,business hours,15,up
23,2020-04-13T00:52:50Z,business hours,15,in
23,2020-04-13T00:52:50Z,business hours,15,battleground
23,2020-04-13T00:52:50Z,business hours,15,states
23,2020-04-13T00:52:50Z,business hours,15,today
23,2020-04-13T00:52:50Z,business hours,15,highlighting
23,2020-04-13T00:52:50Z,business hours,15,strong
23,2020-04-13T00:52:50Z,business hours,15,leadership
23,2020-04-13T00:52:50Z,business hours,15,combating
23,2020-04-13T00:52:50Z,business hours,15,the
23,2020-04-13T00:52:50Z,business hours,15,coronavirus
24,2020-04-22T14:01:55Z,business hours,17,sleepy
24,2020-04-22T14:01:55Z,business hours,17,joe
24,2020-04-22T14:01:55Z,business hours,17,thought
24,2020-04-22T14:01:55Z,business hours,17,this
24,2020-04-22T14:01:55Z,business hours,17,was
24,2020-04-22T14:01:55Z,business hours,17,ok
24,2020-04-22T14:01:55Z,business hours,17,not
24,2020-04-22T14:01:55Z,business hours,17,me
25,2020-04-23T12:10:42Z,non-business hours,17,we
25,2020-04-23T12:10:42Z,non-business hours,17,are
25,2020-04-23T12:10:42Z,non-business hours,17,determined
25,2020-04-23T12:10:42Z,non-business hours,17,to
25,2020-04-23T12:10:42Z,non-business hours,17,prot
25,2020-04-23T12:10:42Z,non-business hours,17,our
25,2020-04-23T12:10:42Z,non-business hours,17,african
25,2020-04-23T12:10:42Z,non-business hours,17,american
25,2020-04-23T12:10:42Z,non-business hours,17,hispanic
25,2020-04-23T12:10:42Z,non-business hours,17,american
25,2020-04-23T12:10:42Z,non-business hours,17,and
25,2020-04-23T12:10:42Z,non-business hours,17,minority
25,2020-04-23T12:10:42Z,non-business hours,17,workers
25,2020-04-23T12:10:42Z,non-business hours,17,who
25,2020-04-23T12:10:42Z,non-business hours,17,have
25,2020-04-23T12:10:42Z,non-business hours,17,been
25,2020-04-23T12:10:42Z,non-business hours,17,hit
25,2020-04-23T12:10:42Z,non-business hours,17,so
25,2020-04-23T12:10:42Z,non-business hours,17,hard
25,2020-04-23T12:10:42Z,non-business hours,17,by
26,2020-04-23T12:07:39Z,non-business hours,17,as
26,2020-04-23T12:07:39Z,non-business hours,17,president
26,2020-04-23T12:07:39Z,non-business hours,17,i
26,2020-04-23T12:07:39Z,non-business hours,17,am
26,2020-04-23T12:07:39Z,non-business hours,17,absolutely
26,2020-04-23T12:07:39Z,non-business hours,17,determined
26,2020-04-23T12:07:39Z,non-business hours,17,to
26,2020-04-23T12:07:39Z,non-business hours,17,deliver
26,2020-04-23T12:07:39Z,non-business hours,17,a
26,2020-04-23T12:07:39Z,non-business hours,17,great
26,2020-04-23T12:07:39Z,non-business hours,17,future
26,2020-04-23T12:07:39Z,non-business hours,17,for
26,2020-04-23T12:07:39Z,non-business hours,17,americans
26,2020-04-23T12:07:39Z,non-business hours,17,of
26,2020-04-23T12:07:39Z,non-business hours,17,every
26,2020-04-23T12:07:39Z,non-business hours,17,race
26,2020-04-23T12:07:39Z,non-business hours,17,religion
26,2020-04-23T12:07:39Z,non-business hours,17,color
26,2020-04-23T12:07:39Z,non-business hours,17,and
26,2020-04-23T12:07:39Z,non-business hours,17,creed
27,2020-02-28T21:01:05Z,business hours,9,nobody
27,2020-02-28T21:01:05Z,business hours,9,fights
27,2020-02-28T21:01:05Z,business hours,9,harder
27,2020-02-28T21:01:05Z,business hours,9,for
27,2020-02-28T21:01:05Z,business hours,9,montana
27,2020-02-28T21:01:05Z,business hours,9,than
27,2020-02-28T21:01:05Z,business hours,9,steve
27,2020-02-28T21:01:05Z,business hours,9,is
27,2020-02-28T21:01:05Z,business hours,9,a
27,2020-02-28T21:01:05Z,business hours,9,close
27,2020-02-28T21:01:05Z,business hours,9,friend
27,2020-02-28T21:01:05Z,business hours,9,of
27,2020-02-28T21:01:05Z,business hours,9,mine
27,2020-02-28T21:01:05Z,business hours,9,a
27,2020-02-28T21:01:05Z,business hours,9,strong
27,2020-02-28T21:01:05Z,business hours,9,conservative
27,2020-02-28T21:01:05Z,business hours,9,and
27,2020-02-28T21:01:05Z,business hours,9,a
27,2020-02-28T21:01:05Z,business hours,9,tremendous
27,2020-02-28T21:01:05Z,business hours,9,supporter
27,2020-02-28T21:01:05Z,business hours,9,of
27,2020-02-28T21:01:05Z,business hours,9,our
27,2020-02-28T21:01:05Z,business hours,9,#maga
27,2020-02-28T21:01:05Z,business hours,9,agenda
27,2020-02-28T21:01:05Z,business hours,9,he
27,2020-02-28T21:01:05Z,business hours,9,is
27,2020-02-28T21:01:05Z,business hours,9,strong
27,2020-02-28T21:01:05Z,business hours,9,on
27,2020-02-28T21:01:05Z,business hours,9,crime
27,2020-02-28T21:01:05Z,business hours,9,borders
27,2020-02-28T21:01:05Z,business hours,9,great
27,2020-02-28T21:01:05Z,business hours,9,for
27,2020-02-28T21:01:05Z,business hours,9,our
27,2020-02-28T21:01:05Z,business hours,9,military
27,2020-02-28T21:01:05Z,business hours,9,vets
27,2020-02-28T21:01:05Z,business hours,9,will
27,2020-02-28T21:01:05Z,business hours,9,prot
27,2020-02-28T21:01:05Z,business hours,9,your
27,2020-02-28T21:01:05Z,business hours,9,#a
27,2020-02-28T21:01:05Z,business hours,9,steve
27,2020-02-28T21:01:05Z,business hours,9,has
27,2020-02-28T21:01:05Z,business hours,9,my
27,2020-02-28T21:01:05Z,business hours,9,complete
27,2020-02-28T21:01:05Z,business hours,9,endorsement
28,2020-02-28T22:20:09Z,business hours,9,on
28,2020-02-28T22:20:09Z,business hours,9,my
28,2020-02-28T22:20:09Z,business hours,9,way
28,2020-02-28T22:20:09Z,business hours,9,to
28,2020-02-28T22:20:09Z,business hours,9,the
28,2020-02-28T22:20:09Z,business hours,9,great
28,2020-02-28T22:20:09Z,business hours,9,state
28,2020-02-28T22:20:09Z,business hours,9,of
28,2020-02-28T22:20:09Z,business hours,9,south
28,2020-02-28T22:20:09Z,business hours,9,carolina
28,2020-02-28T22:20:09Z,business hours,9,see
28,2020-02-28T22:20:09Z,business hours,9,everyone
28,2020-02-28T22:20:09Z,business hours,9,soon
28,2020-02-28T22:20:09Z,business hours,9,#maga
28,2020-02-28T22:20:09Z,business hours,9,#kag
29,2020-03-01T04:49:32Z,non-business hours,9,congratulations
29,2020-03-01T04:49:32Z,non-business hours,9,to
29,2020-03-01T04:49:32Z,non-business hours,9,sleepy
29,2020-03-01T04:49:32Z,non-business hours,9,joe
29,2020-03-01T04:49:32Z,non-business hours,9,biden
30,2020-04-23T23:27:37Z,business hours,17,congressman
30,2020-04-23T23:27:37Z,business hours,17,is
30,2020-04-23T23:27:37Z,business hours,17,a
30,2020-04-23T23:27:37Z,business hours,17,tremendous
30,2020-04-23T23:27:37Z,business hours,17,fighter
30,2020-04-23T23:27:37Z,business hours,17,for
30,2020-04-23T23:27:37Z,business hours,17,the
30,2020-04-23T23:27:37Z,business hours,17,great
30,2020-04-23T23:27:37Z,business hours,17,state
30,2020-04-23T23:27:37Z,business hours,17,of
30,2020-04-23T23:27:37Z,business hours,17,ohio
30,2020-04-23T23:27:37Z,business hours,17,he
30,2020-04-23T23:27:37Z,business hours,17,is
30,2020-04-23T23:27:37Z,business hours,17,tough
30,2020-04-23T23:27:37Z,business hours,17,on
30,2020-04-23T23:27:37Z,business hours,17,crime
30,2020-04-23T23:27:37Z,business hours,17,our
30,2020-04-23T23:27:37Z,business hours,17,border
30,2020-04-23T23:27:37Z,business hours,17,second
30,2020-04-23T23:27:37Z,business hours,17,amendment
30,2020-04-23T23:27:37Z,business hours,17,and
30,2020-04-23T23:27:37Z,business hours,17,helps
30,2020-04-23T23:27:37Z,business hours,17,us
30,2020-04-23T23:27:37Z,business hours,17,combat
30,2020-04-23T23:27:37Z,business hours,17,illegal
30,2020-04-23T23:27:37Z,business hours,17,drugs
30,2020-04-23T23:27:37Z,business hours,17,david
30,2020-04-23T23:27:37Z,business hours,17,has
30,2020-04-23T23:27:37Z,business hours,17,my
30,2020-04-23T23:27:37Z,business hours,17,complete
30,2020-04-23T23:27:37Z,business hours,17,and
30,2020-04-23T23:27:37Z,business hours,17,total
30,2020-04-23T23:27:37Z,business hours,17,endorsement
31,2020-03-01T13:31:59Z,non-business hours,9,coronavirus
31,2020-03-01T13:31:59Z,non-business hours,9,in
31,2020-03-01T13:31:59Z,non-business hours,9,addition
31,2020-03-01T13:31:59Z,non-business hours,9,to
31,2020-03-01T13:31:59Z,non-business hours,9,screening
31,2020-03-01T13:31:59Z,non-business hours,9,travelers
31,2020-03-01T13:31:59Z,non-business hours,9,prior
31,2020-03-01T13:31:59Z,non-business hours,9,to
31,2020-03-01T13:31:59Z,non-business hours,9,boarding
31,2020-03-01T13:31:59Z,non-business hours,9,from
31,2020-03-01T13:31:59Z,non-business hours,9,certain
31,2020-03-01T13:31:59Z,non-business hours,9,designated
31,2020-03-01T13:31:59Z,non-business hours,9,high
31,2020-03-01T13:31:59Z,non-business hours,9,risk
31,2020-03-01T13:31:59Z,non-business hours,9,countries
31,2020-03-01T13:31:59Z,non-business hours,9,or
31,2020-03-01T13:31:59Z,non-business hours,9,areas
31,2020-03-01T13:31:59Z,non-business hours,9,within
31,2020-03-01T13:31:59Z,non-business hours,9,those
